name,mass (g),GeoLocation
Yamato 791938,6,"(-71.500000, 35.666670)"
Yamato 791939,3,"(-71.500000, 35.666670)"
Yamato 791940,10,"(-71.500000, 35.666670)"
Yamato 791941,19,"(-71.500000, 35.666670)"
Yamato 791942,4,"(-71.500000, 35.666670)"
Yamato 791943,2,"(-71.500000, 35.666670)"
Yamato 791944,2,"(-71.500000, 35.666670)"
Yamato 791945,2,"(-71.500000, 35.666670)"
Yamato 791946,1,"(-71.500000, 35.666670)"
Yamato 791947,1,"(-71.500000, 35.666670)"
Yamato 791948,80,"(-71.500000, 35.666670)"
Yamato 791949,96,"(-71.500000, 35.666670)"
Yamato 791950,9,"(-71.500000, 35.666670)"
Yamato 791951,10,"(-71.500000, 35.666670)"
Yamato 791952,8,"(-71.500000, 35.666670)"
Yamato 791953,2,"(-71.500000, 35.666670)"
Yamato 791954,2,"(-71.500000, 35.666670)"
Yamato 791956,1015,"(-71.500000, 35.666670)"
Yamato 791957,34,"(-71.500000, 35.666670)"
Yamato 791958,826,"(-71.500000, 35.666670)"
Yamato 791959,31,"(-71.500000, 35.666670)"
Yamato 791960,242,"(-71.500000, 35.666670)"
Yamato 791961,1387,"(-71.500000, 35.666670)"
Yamato 791962,300,"(-71.500000, 35.666670)"
Yamato 791963,195,"(-71.500000, 35.666670)"
Yamato 791964,12,"(-71.500000, 35.666670)"
Yamato 791965,44,"(-71.500000, 35.666670)"
Yamato 791966,5,"(-71.500000, 35.666670)"
Yamato 791967,6,"(-71.500000, 35.666670)"
Yamato 791968,359,"(-71.500000, 35.666670)"
Yamato 791969,136,"(-71.500000, 35.666670)"
Yamato 791970,248,"(-71.500000, 35.666670)"
Yamato 791971,275,"(-71.500000, 35.666670)"
Yamato 791972,235,"(-71.500000, 35.666670)"
Yamato 791973,200,"(-71.500000, 35.666670)"
Yamato 791974,138,"(-71.500000, 35.666670)"
Yamato 791975,181,"(-71.500000, 35.666670)"
Yamato 791976,174,"(-71.500000, 35.666670)"
Yamato 791977,165,"(-71.500000, 35.666670)"
Yamato 791978,160,"(-71.500000, 35.666670)"
Yamato 791979,100,"(-71.500000, 35.666670)"
Yamato 791980,126,"(-71.500000, 35.666670)"
Yamato 791981,104,"(-71.500000, 35.666670)"
Yamato 791982,100,"(-71.500000, 35.666670)"
Yamato 791983,105,"(-71.500000, 35.666670)"
Yamato 791984,71,"(-71.500000, 35.666670)"
Yamato 791985,91,"(-71.500000, 35.666670)"
Yamato 791986,64,"(-71.500000, 35.666670)"
Yamato 791987,87,"(-71.500000, 35.666670)"
Yamato 791988,112,"(-71.500000, 35.666670)"
Yamato 791989,80,"(-71.500000, 35.666670)"
Yamato 791990,78,"(-71.500000, 35.666670)"
Yamato 791991,69,"(-71.500000, 35.666670)"
Yamato 791992,41,"(-71.500000, 35.666670)"
Yamato 791993,40,"(-71.500000, 35.666670)"
Yamato 791994,39,"(-71.500000, 35.666670)"
Yamato 791995,42,"(-71.500000, 35.666670)"
Yamato 791996,45,"(-71.500000, 35.666670)"
Yamato 791997,37,"(-71.500000, 35.666670)"
Yamato 791998,47,"(-71.500000, 35.666670)"
Yamato 791999,36,"(-71.500000, 35.666670)"
Yamato 792000,38,"(-71.500000, 35.666670)"
Yamato 792004,44,"(-71.500000, 35.666670)"
Yamato 792010,27,"(-71.500000, 35.666670)"
Yamato 792014,23,"(-71.500000, 35.666670)"
Yamato 792016,26,"(-71.500000, 35.666670)"
Yamato 792019,15,"(-71.500000, 35.666670)"
Yamato 792025,18,"(-71.500000, 35.666670)"
Yamato 792033,47,"(-71.500000, 35.666670)"
Yamato 792037,46,"(-71.500000, 35.666670)"
Yamato 792041,35,"(-71.500000, 35.666670)"
Yamato 792045,18,"(-71.500000, 35.666670)"
Yamato 792049,26,"(-71.500000, 35.666670)"
Yamato 792055,24,"(-71.500000, 35.666670)"
Yamato 792060,15,"(-71.500000, 35.666670)"
Yamato 792063,20,"(-71.500000, 35.666670)"
Yamato 792069,17,"(-71.500000, 35.666670)"
Yamato 792077,10,"(-71.500000, 35.666670)"
Yamato 792084,11,"(-71.500000, 35.666670)"
Yamato 792091,29,"(-71.500000, 35.666670)"
Yamato 792093,7,"(-71.500000, 35.666670)"
Yamato 792100,8,"(-71.500000, 35.666670)"
Yamato 792111,17,"(-71.500000, 35.666670)"
Yamato 792119,11,"(-71.500000, 35.666670)"
Yamato 792127,10,"(-71.500000, 35.666670)"
Yamato 792131,21,"(-71.500000, 35.666670)"
Yamato 792138,12,"(-71.500000, 35.666670)"
Yamato 792149,11,"(-71.500000, 35.666670)"
Yamato 792341,143,"(-71.500000, 35.666670)"
Yamato 792342,23,"(-71.500000, 35.666670)"
Yamato 792343,34,"(-71.500000, 35.666670)"
Yamato 792344,9,"(-71.500000, 35.666670)"
Yamato 792346,2,"(-71.500000, 35.666670)"
Yamato 792347,3,"(-71.500000, 35.666670)"
Yamato 792348,3,"(-71.500000, 35.666670)"
Yamato 792349,2,"(-71.500000, 35.666670)"
Yamato 792506,532,"(-71.500000, 35.666670)"
Yamato 792507,28,"(-71.500000, 35.666670)"
Yamato 792508,21,"(-71.500000, 35.666670)"
Yamato 792509,1,"(-71.500000, 35.666670)"
Yamato 792510,609,"(-71.500000, 35.666670)"
Yamato 792511,49,"(-71.500000, 35.666670)"
Yamato 792512,128,"(-71.500000, 35.666670)"
Yamato 792513,4,"(-71.500000, 35.666670)"
Yamato 792514,1,"(-71.500000, 35.666670)"
Yamato 792515,3,"(-71.500000, 35.666670)"
Yamato 792516,149,"(-71.500000, 35.666670)"
Yamato 792517,142,"(-71.500000, 35.666670)"
Yamato 792518,1,"(-71.500000, 35.666670)"
Yamato 792519,571,"(-71.500000, 35.666670)"
Yamato 792520,128,"(-71.500000, 35.666670)"
Yamato 792521,439,"(-71.500000, 35.666670)"
Yamato 792522,372,"(-71.500000, 35.666670)"
Yamato 792523,232,"(-71.500000, 35.666670)"
Yamato 792524,126,"(-71.500000, 35.666670)"
Yamato 792525,85,"(-71.500000, 35.666670)"
Yamato 792526,104,"(-71.500000, 35.666670)"
Yamato 792527,77,"(-71.500000, 35.666670)"
Yamato 792528,55,"(-71.500000, 35.666670)"
Yamato 792529,48,"(-71.500000, 35.666670)"
Yamato 792530,54,"(-71.500000, 35.666670)"
Yamato 792531,43,"(-71.500000, 35.666670)"
Yamato 792532,50,"(-71.500000, 35.666670)"
Yamato 792533,46,"(-71.500000, 35.666670)"
Yamato 792534,40,"(-71.500000, 35.666670)"
Yamato 792535,36,"(-71.500000, 35.666670)"
Yamato 792536,27,"(-71.500000, 35.666670)"
Yamato 792537,28,"(-71.500000, 35.666670)"
Yamato 792538,28,"(-71.500000, 35.666670)"
Yamato 792539,31,"(-71.500000, 35.666670)"
Yamato 792540,25,"(-71.500000, 35.666670)"
Yamato 792541,25,"(-71.500000, 35.666670)"
Yamato 792542,20,"(-71.500000, 35.666670)"
Yamato 792543,17,"(-71.500000, 35.666670)"
Yamato 792544,18,"(-71.500000, 35.666670)"
Yamato 792545,15,"(-71.500000, 35.666670)"
Yamato 792546,15,"(-71.500000, 35.666670)"
Yamato 792547,15,"(-71.500000, 35.666670)"
Yamato 792548,14,"(-71.500000, 35.666670)"
Yamato 792549,13,"(-71.500000, 35.666670)"
Yamato 792550,14,"(-71.500000, 35.666670)"
Yamato 792551,14,"(-71.500000, 35.666670)"
Yamato 792552,10,"(-71.500000, 35.666670)"
Yamato 792553,9,"(-71.500000, 35.666670)"
Yamato 792554,11,"(-71.500000, 35.666670)"
Yamato 792555,10,"(-71.500000, 35.666670)"
Yamato 792556,7,"(-71.500000, 35.666670)"
Yamato 792557,9,"(-71.500000, 35.666670)"
Yamato 792558,10,"(-71.500000, 35.666670)"
Yamato 792559,9,"(-71.500000, 35.666670)"
Yamato 792560,9,"(-71.500000, 35.666670)"
Yamato 792561,14,"(-71.500000, 35.666670)"
Yamato 792562,12,"(-71.500000, 35.666670)"
Yamato 792563,8,"(-71.500000, 35.666670)"
Yamato 792564,7,"(-71.500000, 35.666670)"
Yamato 792565,8,"(-71.500000, 35.666670)"
Yamato 792566,6,"(-71.500000, 35.666670)"
Yamato 792567,5,"(-71.500000, 35.666670)"
Yamato 792568,10,"(-71.500000, 35.666670)"
Yamato 792569,5,"(-71.500000, 35.666670)"
Yamato 792570,8,"(-71.500000, 35.666670)"
Yamato 792571,5,"(-71.500000, 35.666670)"
Yamato 792572,6,"(-71.500000, 35.666670)"
Yamato 792573,6,"(-71.500000, 35.666670)"
Yamato 792574,6,"(-71.500000, 35.666670)"
Yamato 792575,5,"(-71.500000, 35.666670)"
Yamato 792576,6,"(-71.500000, 35.666670)"
Yamato 792577,7,"(-71.500000, 35.666670)"
Yamato 792578,6,"(-71.500000, 35.666670)"
Yamato 792579,8,"(-71.500000, 35.666670)"
Yamato 792580,7,"(-71.500000, 35.666670)"
Yamato 792581,8,"(-71.500000, 35.666670)"
Yamato 792582,7,"(-71.500000, 35.666670)"
Yamato 792583,5,"(-71.500000, 35.666670)"
Yamato 792584,4,"(-71.500000, 35.666670)"
Yamato 792585,5,"(-71.500000, 35.666670)"
Yamato 792586,5,"(-71.500000, 35.666670)"
Yamato 792587,3,"(-71.500000, 35.666670)"
Yamato 792588,4,"(-71.500000, 35.666670)"
Yamato 792589,6,"(-71.500000, 35.666670)"
Yamato 792590,4,"(-71.500000, 35.666670)"
Yamato 792591,3,"(-71.500000, 35.666670)"
Yamato 792592,3,"(-71.500000, 35.666670)"
Yamato 792593,5,"(-71.500000, 35.666670)"
Yamato 792594,4,"(-71.500000, 35.666670)"
Yamato 792595,4,"(-71.500000, 35.666670)"
Yamato 792596,4,"(-71.500000, 35.666670)"
Yamato 792597,4,"(-71.500000, 35.666670)"
Yamato 792598,4,"(-71.500000, 35.666670)"
Yamato 792599,4,"(-71.500000, 35.666670)"
Yamato 792600,4,"(-71.500000, 35.666670)"
Yamato 792601,4,"(-71.500000, 35.666670)"
Yamato 792602,3,"(-71.500000, 35.666670)"
Yamato 792603,3,"(-71.500000, 35.666670)"
Yamato 792604,3,"(-71.500000, 35.666670)"
Yamato 792605,3,"(-71.500000, 35.666670)"
Yamato 792606,3,"(-71.500000, 35.666670)"
Yamato 792607,3,"(-71.500000, 35.666670)"
Yamato 792608,3,"(-71.500000, 35.666670)"
Yamato 792609,3,"(-71.500000, 35.666670)"
Yamato 792610,3,"(-71.500000, 35.666670)"
Yamato 792611,3,"(-71.500000, 35.666670)"
Yamato 792612,2,"(-71.500000, 35.666670)"
Yamato 792613,2,"(-71.500000, 35.666670)"
Yamato 792614,3,"(-71.500000, 35.666670)"
Yamato 792615,3,"(-71.500000, 35.666670)"
Yamato 792616,3,"(-71.500000, 35.666670)"
Yamato 792617,3,"(-71.500000, 35.666670)"
Yamato 792618,2,"(-71.500000, 35.666670)"
Yamato 792619,3,"(-71.500000, 35.666670)"
Yamato 792620,2,"(-71.500000, 35.666670)"
Yamato 792621,2,"(-71.500000, 35.666670)"
Yamato 792622,1,"(-71.500000, 35.666670)"
Yamato 792623,2,"(-71.500000, 35.666670)"
Yamato 792624,3,"(-71.500000, 35.666670)"
Yamato 792625,2,"(-71.500000, 35.666670)"
Yamato 792626,2,"(-71.500000, 35.666670)"
Yamato 792627,3,"(-71.500000, 35.666670)"
Yamato 792628,3,"(-71.500000, 35.666670)"
Yamato 792629,2,"(-71.500000, 35.666670)"
Yamato 792630,2,"(-71.500000, 35.666670)"
Yamato 792631,2,"(-71.500000, 35.666670)"
Yamato 792632,2,"(-71.500000, 35.666670)"
Yamato 792633,2,"(-71.500000, 35.666670)"
Yamato 792634,2,"(-71.500000, 35.666670)"
Yamato 792635,1,"(-71.500000, 35.666670)"
Yamato 792636,1,"(-71.500000, 35.666670)"
Yamato 792637,1,"(-71.500000, 35.666670)"
Yamato 792638,1,"(-71.500000, 35.666670)"
Yamato 792639,1,"(-71.500000, 35.666670)"
Yamato 792640,1,"(-71.500000, 35.666670)"
Yamato 792641,1,"(-71.500000, 35.666670)"
Yamato 792642,1,"(-71.500000, 35.666670)"
Yamato 792643,1,"(-71.500000, 35.666670)"
Yamato 792644,4,"(-71.500000, 35.666670)"
Yamato 792645,5,"(-71.500000, 35.666670)"
Yamato 792646,5,"(-71.500000, 35.666670)"
Yamato 792647,3,"(-71.500000, 35.666670)"
Yamato 792648,3,"(-71.500000, 35.666670)"
Yamato 792649,3,"(-71.500000, 35.666670)"
Yamato 792650,3,"(-71.500000, 35.666670)"
Yamato 792651,2,"(-71.500000, 35.666670)"
Yamato 792652,1,"(-71.500000, 35.666670)"
Yamato 792653,1,"(-71.500000, 35.666670)"
Yamato 792654,2,"(-71.500000, 35.666670)"
Yamato 792655,2,"(-71.500000, 35.666670)"
Yamato 792656,2,"(-71.500000, 35.666670)"
Yamato 792657,1,"(-71.500000, 35.666670)"
Yamato 792658,1,"(-71.500000, 35.666670)"
Yamato 792659,1,"(-71.500000, 35.666670)"
Yamato 792660,10,"(-71.500000, 35.666670)"
Yamato 792661,138,"(-71.500000, 35.666670)"
Yamato 792662,203,"(-71.500000, 35.666670)"
Yamato 792663,9,"(-71.500000, 35.666670)"
Yamato 792664,6,"(-71.500000, 35.666670)"
Yamato 792665,11,"(-71.500000, 35.666670)"
Yamato 792666,9,"(-71.500000, 35.666670)"
Yamato 792667,16,"(-71.500000, 35.666670)"
Yamato 792668,217,"(-71.500000, 35.666670)"
Yamato 792669,356,"(-71.500000, 35.666670)"
Yamato 792670,119,"(-71.500000, 35.666670)"
Yamato 792671,6,"(-71.500000, 35.666670)"
Yamato 792672,7,"(-71.500000, 35.666670)"
Yamato 792673,29,"(-71.500000, 35.666670)"
Yamato 792674,15,"(-71.500000, 35.666670)"
Yamato 792675,7,"(-71.500000, 35.666670)"
Yamato 792679,123,"(-71.500000, 35.666670)"
Yamato 792680,134,"(-71.500000, 35.666670)"
Yamato 792681,11,"(-71.500000, 35.666670)"
Yamato 792682,10,"(-71.500000, 35.666670)"
Yamato 792683,1,"(-71.500000, 35.666670)"
Yamato 792684,26,"(-71.500000, 35.666670)"
Yamato 792685,72,"(-71.500000, 35.666670)"
Yamato 792686,40,"(-71.500000, 35.666670)"
Yamato 792687,10,"(-71.500000, 35.666670)"
Yamato 792688,48,"(-71.500000, 35.666670)"
Yamato 792689,12,"(-71.500000, 35.666670)"
Yamato 792690,11,"(-71.500000, 35.666670)"
Yamato 792691,1,"(-71.500000, 35.666670)"
Yamato 792692,39,"(-71.500000, 35.666670)"
Yamato 792693,31,"(-71.500000, 35.666670)"
Yamato 792694,12,"(-71.500000, 35.666670)"
Yamato 792695,5,"(-71.500000, 35.666670)"
Yamato 792696,2,"(-71.500000, 35.666670)"
Yamato 792698,11,"(-71.500000, 35.666670)"
Yamato 792699,13,"(-71.500000, 35.666670)"
Yamato 792700,6,"(-71.500000, 35.666670)"
Yamato 792701,5,"(-71.500000, 35.666670)"
Yamato 792702,6,"(-71.500000, 35.666670)"
Yamato 792703,5,"(-71.500000, 35.666670)"
Yamato 792704,5,"(-71.500000, 35.666670)"
Yamato 792705,4,"(-71.500000, 35.666670)"
Yamato 792706,4,"(-71.500000, 35.666670)"
Yamato 792707,4,"(-71.500000, 35.666670)"
Yamato 792708,3,"(-71.500000, 35.666670)"
Yamato 792709,4,"(-71.500000, 35.666670)"
Yamato 792710,3,"(-71.500000, 35.666670)"
Yamato 792711,3,"(-71.500000, 35.666670)"
Yamato 792712,4,"(-71.500000, 35.666670)"
Yamato 792713,2,"(-71.500000, 35.666670)"
Yamato 792714,0,"(-71.500000, 35.666670)"
Yamato 792715,29,"(-71.500000, 35.666670)"
Yamato 792716,26,"(-71.500000, 35.666670)"
Yamato 792717,27,"(-71.500000, 35.666670)"
Yamato 792718,26,"(-71.500000, 35.666670)"
Yamato 792719,12,"(-71.500000, 35.666670)"
Yamato 792720,4,"(-71.500000, 35.666670)"
Yamato 792724,1,"(-71.500000, 35.666670)"
Yamato 792727,1,"(-71.500000, 35.666670)"
Yamato 792728,13,"(-71.500000, 35.666670)"
Yamato 792729,3,"(-71.500000, 35.666670)"
Yamato 792730,7,"(-71.500000, 35.666670)"
Yamato 792731,9,"(-71.500000, 35.666670)"
Yamato 792732,7,"(-71.500000, 35.666670)"
Yamato 792733,4,"(-71.500000, 35.666670)"
Yamato 792734,3,"(-71.500000, 35.666670)"
Yamato 792735,2,"(-71.500000, 35.666670)"
Yamato 792736,3904,"(-71.500000, 35.666670)"
Yamato 792743,18,"(-71.500000, 35.666670)"
Yamato 792744,35,"(-71.500000, 35.666670)"
Yamato 792745,14,"(-71.500000, 35.666670)"
Yamato 792746,15,"(-71.500000, 35.666670)"
Yamato 792747,8,"(-71.500000, 35.666670)"
Yamato 792748,6,"(-71.500000, 35.666670)"
Yamato 792749,0,"(-71.500000, 35.666670)"
Yamato 792750,22,"(-71.500000, 35.666670)"
Yamato 792751,64,"(-71.500000, 35.666670)"
Yamato 792752,1,"(-71.500000, 35.666670)"
Yamato 792753,43,"(-71.500000, 35.666670)"
Yamato 792754,17,"(-71.500000, 35.666670)"
Yamato 792755,8,"(-71.500000, 35.666670)"
Yamato 792756,37,"(-71.500000, 35.666670)"
Yamato 792757,6,"(-71.500000, 35.666670)"
Yamato 792758,4,"(-71.500000, 35.666670)"
Yamato 792759,2,"(-71.500000, 35.666670)"
Yamato 792760,1,"(-71.500000, 35.666670)"
Yamato 792761,1719,"(-71.500000, 35.666670)"
Yamato 792762,118,"(-71.500000, 35.666670)"
Yamato 792764,2649,"(-71.500000, 35.666670)"
Yamato 792765,43,"(-71.500000, 35.666670)"
Yamato 792766,21,"(-71.500000, 35.666670)"
Yamato 792767,4,"(-71.500000, 35.666670)"
Yamato 792768,,"(-71.500000, 35.666670)"
Yamato 792769,4232,"(-71.500000, 35.666670)"
Yamato 792770,4179,"(-71.500000, 35.666670)"
Yamato 792771,2697,"(-71.500000, 35.666670)"
Yamato 792772,1044,"(-71.500000, 35.666670)"
Yamato 792773,376,"(-71.500000, 35.666670)"
Yamato 792774,126,"(-71.500000, 35.666670)"
Yamato 792775,58,"(-71.500000, 35.666670)"
Yamato 792776,40,"(-71.500000, 35.666670)"
Yamato 792777,30,"(-71.500000, 35.666670)"
Yamato 792778,29,"(-71.500000, 35.666670)"
Yamato 792779,34,"(-71.500000, 35.666670)"
Yamato 792780,43,"(-71.500000, 35.666670)"
Yamato 792781,16,"(-71.500000, 35.666670)"
Yamato 792782,24,"(-71.500000, 35.666670)"
Yamato 792783,21,"(-71.500000, 35.666670)"
Yamato 792784,16,"(-71.500000, 35.666670)"
Yamato 792785,12,"(-71.500000, 35.666670)"
Yamato 792786,10,"(-71.500000, 35.666670)"
Yamato 792787,9,"(-71.500000, 35.666670)"
Yamato 792788,8,"(-71.500000, 35.666670)"
Yamato 792789,9,"(-71.500000, 35.666670)"
Yamato 792790,6,"(-71.500000, 35.666670)"
Yamato 792791,144,"(-71.500000, 35.666670)"
Yamato 792792,48,"(-71.500000, 35.666670)"
Yamato 792793,37,"(-71.500000, 35.666670)"
Yamato 792794,18,"(-71.500000, 35.666670)"
Yamato 792795,71,"(-71.500000, 35.666670)"
Yamato 792796,242,"(-71.500000, 35.666670)"
Yamato 792797,172,"(-71.500000, 35.666670)"
Yamato 792798,8,"(-71.500000, 35.666670)"
Yamato 792799,5,"(-71.500000, 35.666670)"
Yamato 792800,6,"(-71.500000, 35.666670)"
Yamato 792801,3,"(-71.500000, 35.666670)"
Yamato 792802,2,"(-71.500000, 35.666670)"
Yamato 792803,51,"(-71.500000, 35.666670)"
Yamato 792804,94,"(-71.500000, 35.666670)"
Yamato 792805,16,"(-71.500000, 35.666670)"
Yamato 792806,10,"(-71.500000, 35.666670)"
Yamato 792807,15,"(-71.500000, 35.666670)"
Yamato 792808,13,"(-71.500000, 35.666670)"
Yamato 792809,12,"(-71.500000, 35.666670)"
Yamato 792810,6,"(-71.500000, 35.666670)"
Yamato 792811,4,"(-71.500000, 35.666670)"
Yamato 792812,5,"(-71.500000, 35.666670)"
Yamato 792813,10,"(-71.500000, 35.666670)"
Yamato 792814,8,"(-71.500000, 35.666670)"
Yamato 792815,5,"(-71.500000, 35.666670)"
Yamato 792816,3,"(-71.500000, 35.666670)"
Yamato 792817,3,"(-71.500000, 35.666670)"
Yamato 792818,17,"(-71.500000, 35.666670)"
Yamato 792819,12,"(-71.500000, 35.666670)"
Yamato 792820,10,"(-71.500000, 35.666670)"
Yamato 792821,19,"(-71.500000, 35.666670)"
Yamato 792822,12,"(-71.500000, 35.666670)"
Yamato 792823,10,"(-71.500000, 35.666670)"
Yamato 792825,9,"(-71.500000, 35.666670)"
Yamato 792828,3,"(-71.500000, 35.666670)"
Yamato 792829,4,"(-71.500000, 35.666670)"
Yamato 792831,5,"(-71.500000, 35.666670)"
Yamato 792835,4,"(-71.500000, 35.666670)"
Yamato 792837,4,"(-71.500000, 35.666670)"
Yamato 792843,2,"(-71.500000, 35.666670)"
Yamato 792844,4,"(-71.500000, 35.666670)"
Yamato 792851,1,"(-71.500000, 35.666670)"
Yamato 792860,15,"(-71.500000, 35.666670)"
Yamato 792861,6,"(-71.500000, 35.666670)"
Yamato 792862,151,"(-71.500000, 35.666670)"
Yamato 792863,132,"(-71.500000, 35.666670)"
Yamato 792864,53,"(-71.500000, 35.666670)"
Yamato 792865,33,"(-71.500000, 35.666670)"
Yamato 792866,16,"(-71.500000, 35.666670)"
Yamato 792867,21,"(-71.500000, 35.666670)"
Yamato 792868,13,"(-71.500000, 35.666670)"
Yamato 792869,16,"(-71.500000, 35.666670)"
Yamato 792870,14,"(-71.500000, 35.666670)"
Yamato 792872,8,"(-71.500000, 35.666670)"
Yamato 792873,9,"(-71.500000, 35.666670)"
Yamato 792875,6,"(-71.500000, 35.666670)"
Yamato 792879,4,"(-71.500000, 35.666670)"
Yamato 792880,8,"(-71.500000, 35.666670)"
Yamato 792883,4,"(-71.500000, 35.666670)"
Yamato 792891,38,"(-71.500000, 35.666670)"
Yamato 792892,27,"(-71.500000, 35.666670)"
Yamato 792893,24,"(-71.500000, 35.666670)"
Yamato 792894,15,"(-71.500000, 35.666670)"
Yamato 792895,3,"(-71.500000, 35.666670)"
Yamato 792896,2,"(-71.500000, 35.666670)"
Yamato 792897,2,"(-71.500000, 35.666670)"
Yamato 792898,57,"(-71.500000, 35.666670)"
Yamato 792899,24,"(-71.500000, 35.666670)"
Yamato 792900,19,"(-71.500000, 35.666670)"
Yamato 792901,18,"(-71.500000, 35.666670)"
Yamato 792903,9,"(-71.500000, 35.666670)"
Yamato 792904,8,"(-71.500000, 35.666670)"
Yamato 792905,9,"(-71.500000, 35.666670)"
Yamato 792906,6,"(-71.500000, 35.666670)"
Yamato 792907,5,"(-71.500000, 35.666670)"
Yamato 792909,3,"(-71.500000, 35.666670)"
Yamato 792910,6,"(-71.500000, 35.666670)"
Yamato 792911,3,"(-71.500000, 35.666670)"
Yamato 792912,2,"(-71.500000, 35.666670)"
Yamato 792913,3,"(-71.500000, 35.666670)"
Yamato 792915,0,"(-71.500000, 35.666670)"
Yamato 792916,11,"(-71.500000, 35.666670)"
Yamato 792917,6,"(-71.500000, 35.666670)"
Yamato 792918,5,"(-71.500000, 35.666670)"
Yamato 792919,106,"(-71.500000, 35.666670)"
Yamato 792920,28,"(-71.500000, 35.666670)"
Yamato 792921,10,"(-71.500000, 35.666670)"
Yamato 792922,5,"(-71.500000, 35.666670)"
Yamato 792923,0,"(-71.500000, 35.666670)"
Yamato 792924,7,"(-71.500000, 35.666670)"
Yamato 792925,4,"(-71.500000, 35.666670)"
Yamato 792926,39,"(-71.500000, 35.666670)"
Yamato 792927,26,"(-71.500000, 35.666670)"
Yamato 792928,19,"(-71.500000, 35.666670)"
Yamato 792929,9,"(-71.500000, 35.666670)"
Yamato 792930,3,"(-71.500000, 35.666670)"
Yamato 792931,74,"(-71.500000, 35.666670)"
Yamato 792932,8,"(-71.500000, 35.666670)"
Yamato 792933,6,"(-71.500000, 35.666670)"
Yamato 792934,5,"(-71.500000, 35.666670)"
Yamato 792935,760,"(-71.500000, 35.666670)"
Yamato 792936,16,"(-71.500000, 35.666670)"
Yamato 792937,21,"(-71.500000, 35.666670)"
Yamato 792938,43,"(-71.500000, 35.666670)"
Yamato 792939,42,"(-71.500000, 35.666670)"
Yamato 792940,24,"(-71.500000, 35.666670)"
Yamato 792941,8,"(-71.500000, 35.666670)"
Yamato 792942,8,"(-71.500000, 35.666670)"
Yamato 792943,12,"(-71.500000, 35.666670)"
Yamato 792944,49,"(-71.500000, 35.666670)"
Yamato 792945,15,"(-71.500000, 35.666670)"
Yamato 792946,3,"(-71.500000, 35.666670)"
Yamato 792947,233,"(-71.500000, 35.666670)"
Yamato 792948,40,"(-71.500000, 35.666670)"
Yamato 792949,14,"(-71.500000, 35.666670)"
Yamato 792950,9,"(-71.500000, 35.666670)"
Yamato 792951,7,"(-71.500000, 35.666670)"
Yamato 792952,6,"(-71.500000, 35.666670)"
Yamato 792953,3,"(-71.500000, 35.666670)"
Yamato 792954,2,"(-71.500000, 35.666670)"
Yamato 792955,1,"(-71.500000, 35.666670)"
Yamato 792956,0,"(-71.500000, 35.666670)"
Yamato 792957,0,"(-71.500000, 35.666670)"
Yamato 792958,107,"(-71.500000, 35.666670)"
Yamato 792959,36,"(-71.500000, 35.666670)"
Yamato 792960,18,"(-71.500000, 35.666670)"
Yamato 792961,10,"(-71.500000, 35.666670)"
